TestName,NrEvents,NrGoroutines,NrAtomicEvents,NrChannelEvents,NrSelectEvents,NrMutexEvents,NrWaitgroupEvents,NrCondVariablesEvents,NrOnceOperations
TestGrpc660,1,1,0,0,0,0,0,0,0
TestGrpc660,1,1,0,0,0,0,0,0,0
TestGrpc795,4,2,0,0,0,3,0,0,0
TestGrpc862,11328,12,0,0,11322,0,0,0,0
TestHugo3251,173,51,0,0,0,72,51,0,0
TestHugo5379,21,5,0,0,1,2,3,0,10
TestHugo5379,1,1,0,0,0,0,0,0,0
TestHugo5379,1,1,0,0,0,0,0,0,0
TestHugo5379,1,1,0,0,0,0,0,0,0
TestHugo5379,1,1,0,0,0,0,0,0,0
TestIstio16224,9,2,0,2,1,2,0,0,0
TestIstio16224,1,1,0,0,0,0,0,0,0
TestIstio16224,1,1,0,0,0,0,0,0,0
TestIstio16224,1,1,0,0,0,0,0,0,0
TestIstio17860,22,5,0,2,4,6,0,0,0
TestIstio17860,1,1,0,0,0,0,0,0,0
TestIstio17860,1,1,0,0,0,0,0,0,0
TestIstio17860,1,1,0,0,0,0,0,0,0
TestIstio17860,1,1,0,0,0,0,0,0,0
TestIstio17860,1,1,0,0,0,0,0,0,0
TestIstio18454,1051,3,0,1028,9,8,0,0,0
TestIstio18454,1,1,0,0,0,0,0,0,0
TestIstio18454,1,1,0,0,0,0,0,0,0
TestIstio18454,1,1,0,0,0,0,0,0,0
TestIstio18454,1,1,0,0,0,0,0,0,0
TestIstio18454,1,1,0,0,0,0,0,0,0
TestKubernetes10182,15,5,0,3,0,4,0,0,0
TestKubernetes11298,16,4,0,4,2,0,0,0,0
TestKubernetes11298,1,1,0,0,0,0,0,0,0
TestKubernetes11298,1,1,0,0,0,0,0,0,0
TestKubernetes13135,50,4,0,0,6,28,3,0,5
TestKubernetes13135,1,1,0,0,0,0,0,0,0
TestKubernetes13135,1,1,0,0,0,0,0,0,0
TestKubernetes13135,1,1,0,0,0,0,0,0,0
TestKubernetes13135,1,1,0,0,0,0,0,0,0
TestKubernetes13135,1,1,0,0,0,0,0,0,0
TestKubernetes1321,411,3,0,1,0,404,0,0,0
TestKubernetes25331,9,3,0,2,1,0,0,0,0
TestKubernetes25331,1,1,0,0,0,0,0,0,0
TestKubernetes25331,1,1,0,0,0,0,0,0,0
TestKubernetes25331,1,1,0,0,0,0,0,0,0
TestKubernetes25331,1,1,0,0,0,0,0,0,0
TestKubernetes26980,18,3,0,4,0,6,0,1,0
TestKubernetes30872_bad_test,31,4,0,3,3,16,0,0,0
TestKubernetes30872_bad_test,1,1,0,0,0,0,0,0,0
TestKubernetes30872_bad_test,1,1,0,0,0,0,0,0,0
TestKubernetes30872_bad_test,1,1,0,0,0,0,0,0,0
TestKubernetes30872_bad_test,1,1,0,0,0,0,0,0,0
TestKubernetes30872_bad_test,1,1,0,0,0,0,0,0,0
TestKubernetes38669,8,2,0,2,0,2,0,0,0
TestKubernetes5316,8,3,0,1,1,0,0,0,0
TestKubernetes5316,1,1,0,0,0,0,0,0,0
TestKubernetes5316,1,1,0,0,0,0,0,0,0
TestKubernetes5316,1,1,0,0,0,0,0,0,0
TestKubernetes58107,400019,13,0,0,0,200008,0,200002,0
TestKubernetes62464,13,3,0,0,0,8,0,0,0
TestKubernetes6632,12,4,0,3,0,2,0,0,0
TestMoby17176,6,2,0,0,1,2,0,0,0
TestMoby17176,1,1,0,0,0,0,0,0,0
TestMoby17176,1,1,0,0,0,0,0,0,0
TestMoby17176,1,1,0,0,0,0,0,0,0
TestMoby17176,1,1,0,0,0,0,0,0,0
TestMoby21233,69,6,0,15,3,30,0,0,0
TestMoby21233,1,1,0,0,0,0,0,0,0
TestMoby21233,1,1,0,0,0,0,0,0,0
TestMoby21233,1,1,0,0,0,0,0,0,0
TestMoby21233,1,1,0,0,0,0,0,0,0
TestMoby21233,1,1,0,0,0,0,0,0,0
TestMoby25384,7,3,0,0,0,0,3,0,0
TestMoby27782,18,4,0,2,6,0,0,0,0
TestMoby27782,1,1,0,0,0,0,0,0,0
TestMoby27782,1,1,0,0,0,0,0,0,0
TestMoby27782,1,1,0,0,0,0,0,0,0
TestMoby27782,1,1,0,0,0,0,0,0,0
TestMoby27782,1,1,0,0,0,0,0,0,0
TestMoby28462,8,3,0,1,1,2,0,0,0
TestMoby28462,1,1,0,0,0,0,0,0,0
TestMoby28462,1,1,0,0,0,0,0,0,0
TestMoby29733,5,2,0,1,0,1,0,1,0
TestMoby30408,5,2,0,1,0,1,0,1,0
TestMoby33293,4,2,0,1,0,0,0,0,0
TestMoby33781,8,3,0,1,1,0,0,0,0
TestMoby33781,1,1,0,0,0,0,0,0,0
TestMoby33781,1,1,0,0,0,0,0,0,0
TestMoby33781,1,1,0,0,0,0,0,0,0
TestMoby36114,4,2,0,0,0,2,0,0,0
TestMoby4395,4,2,0,1,0,0,0,0,0
TestMoby4951,17,3,0,0,0,12,0,0,0
TestMoby7559,4,2,0,0,0,2,0,0,0
TestServing2137,37,3,0,12,2,8,6,0,0
TestServing2137,1,1,0,0,0,0,0,0,0
TestServing2137,1,1,0,0,0,0,0,0,0
TestSyncthing4829,5,1,0,0,0,5,0,0,0
TestSyncthing5795,13,3,0,4,2,0,0,0,1
TestSyncthing5795,1,1,0,0,0,0,0,0,0
TestSyncthing5795,1,1,0,0,0,0,0,0,0
TestSyncthing5795,1,1,0,0,0,0,0,0,0
TestCockroach35501,26,12,0,0,0,0,3,0,0
TestCockroach4407,26,5,0,1,0,10,5,0,0
TestEtcd3077,17,3,0,7,1,0,0,0,0
TestEtcd3077,1,1,0,0,0,0,0,0,0
TestEtcd3077,1,1,0,0,0,0,0,0,0
TestEtcd4876,15,5,0,0,0,0,5,0,0
TestEtcd9446,12,4,0,0,0,0,5,0,0
TestGrpc1748,90,13,0,0,0,62,3,0,0
TestGrpc3090,12,3,0,0,0,4,3,0,0
TestIstio16742,16,4,0,0,0,4,5,0,0
TestIstio8144,8,3,0,0,0,0,3,0,0
TestIstio8214,14,4,2,0,0,0,5,0,0
TestIstio8967,10,3,0,2,0,0,3,0,0
TestKubernetes13058,25,5,0,1,4,0,10,0,0
TestKubernetes13058,1,1,0,0,0,0,0,0,0
TestKubernetes13058,1,1,0,0,0,0,0,0,0
TestKubernetes13058,1,1,0,0,0,0,0,0,0
TestKubernetes13058,1,1,0,0,0,0,0,0,0
TestKubernetes13058,1,1,0,0,0,0,0,0,0
TestKubernetes49404,7,3,0,0,0,0,2,0,0
TestKubernetes70892,17,3,0,7,0,0,4,0,0
TestKubernetes77796,17,5,0,0,0,8,0,0,0
TestKubernetes79631,12,3,0,1,1,2,3,0,0
TestKubernetes79631,1,1,0,0,0,0,0,0,0
TestKubernetes79631,1,1,0,0,0,0,0,0,0
TestKubernetes79631,1,1,0,0,0,0,0,0,0
TestKubernetes80284,9,3,0,0,0,0,4,0,0
TestKubernetes81091,22,4,0,7,0,0,7,0,0
TestKubernetes81148,13,3,0,1,1,2,3,0,0
TestKubernetes81148,1,1,0,0,0,0,0,0,0
TestKubernetes81148,1,1,0,0,0,0,0,0,0
TestKubernetes82239,727,3,0,1,720,0,0,0,0
TestKubernetes82239,1,1,0,0,0,0,0,0,0
TestKubernetes82239,1,1,0,0,0,0,0,0,0
TestKubernetes82239,1,1,0,0,0,0,0,0,0
TestKubernetes82239,1,1,0,0,0,0,0,0,0
TestKubernetes82239,1,1,0,0,0,0,0,0,0
TestKubernetes82550,21,11,0,0,0,0,0,0,0
TestKubernetes88331,12,3,0,1,1,2,3,0,0
TestKubernetes88331,1,1,0,0,0,0,0,0,0
TestKubernetes88331,1,1,0,0,0,0,0,0,0
TestKubernetes88331,1,1,0,0,0,0,0,0,0
TestKubernetes88331,1,1,0,0,0,0,0,0,0
TestKubernetes89164,26,5,0,0,0,8,9,0,0
TestMoby18412,6,3,0,1,1,0,0,0,0
TestMoby18412,1,1,0,0,0,0,0,0,0
TestMoby18412,1,1,0,0,0,0,0,0,0
TestMoby18412,1,1,0,0,0,0,0,0,0
TestMoby22941,9,3,0,0,0,4,0,0,0
TestMoby27037,22,6,0,0,0,0,11,0,0
TestServing3068,15,4,0,3,0,0,4,0,1
TestServing3148,16,4,0,0,0,0,9,0,0
TestServing4908,14,5,0,0,0,0,6,0,0
TestServing5865,8,2,0,2,0,2,0,0,0
TestServing6171,11,5,0,0,0,0,3,0,0
TestServing6472,27,4,2,3,0,8,5,0,0
