TestName,NrMut,NrMutInvalid,NrMutDouble,ActiveReleased
TestHugo5379,0,0,0,0
TestHugo5379,0,0,0,0
TestHugo5379,0,0,0,0
TestIstio16224,0,0,0,0
TestIstio16224,0,0,0,0
TestIstio16224,0,0,0,0
TestIstio16224,0,0,0,0
TestIstio17860,0,0,0,0
TestIstio17860,0,0,0,0
TestIstio17860,0,0,0,0
TestIstio17860,0,0,0,0
TestIstio17860,0,0,0,0
TestIstio17860,0,0,0,0
TestIstio18454,0,0,0,0
TestIstio18454,0,0,0,0
TestIstio18454,0,0,0,0
TestIstio18454,0,0,0,0
TestIstio18454,0,0,0,0
TestIstio18454,0,0,0,0
TestKubernetes10182,0,0,0,0
TestKubernetes11298,0,0,0,0
TestKubernetes11298,0,0,0,0
TestKubernetes11298,0,0,0,0
TestKubernetes13135,0,0,0,0
TestKubernetes13135,0,0,0,0
TestKubernetes13135,0,0,0,0
TestKubernetes13135,0,0,0,0
TestKubernetes13135,0,0,0,0
TestKubernetes13135,0,0,0,0
TestKubernetes1321,0,0,0,0
TestKubernetes25331,0,0,0,0
TestKubernetes25331,0,0,0,0
TestKubernetes25331,0,0,0,0
TestKubernetes25331,0,0,0,0
TestKubernetes25331,0,0,0,0
TestKubernetes26980,0,0,0,0
TestKubernetes30872_bad_test,0,0,0,0
TestKubernetes30872_bad_test,0,0,0,0
TestKubernetes30872_bad_test,0,0,0,0
TestKubernetes30872_bad_test,0,0,0,0
TestKubernetes30872_bad_test,0,0,0,0
TestKubernetes30872_bad_test,0,0,0,0
TestKubernetes38669,0,0,0,0
TestKubernetes5316,0,0,0,0
TestKubernetes5316,0,0,0,0
TestKubernetes5316,0,0,0,0
TestKubernetes5316,0,0,0,0
TestKubernetes58107,0,0,0,0
TestKubernetes62464,0,0,0,0
TestKubernetes6632,0,0,0,0
TestMoby17176,0,0,0,0
TestMoby17176,0,0,0,0
TestMoby17176,0,0,0,0
TestMoby17176,0,0,0,0
TestMoby17176,0,0,0,0
TestMoby21233,0,0,0,0
TestMoby21233,0,0,0,0
TestMoby21233,0,0,0,0
TestMoby21233,0,0,0,0
TestMoby21233,0,0,0,0
TestMoby21233,0,0,0,0
TestMoby25384,0,0,0,0
TestMoby27782,0,0,0,0
TestMoby27782,0,0,0,0
TestMoby27782,0,0,0,0
TestMoby27782,0,0,0,0
TestMoby27782,0,0,0,0
TestMoby27782,0,0,0,0
TestMoby28462,0,0,0,0
TestMoby28462,0,0,0,0
TestMoby28462,0,0,0,0
TestMoby29733,0,0,0,0
TestMoby30408,0,0,0,0
TestMoby33293,0,0,0,0
TestMoby33781,0,0,0,0
TestMoby33781,0,0,0,0
TestMoby33781,0,0,0,0
TestMoby33781,0,0,0,0
TestMoby36114,0,0,0,0
TestMoby4395,0,0,0,0
TestMoby4951,0,0,0,0
TestMoby7559,0,0,0,0
TestServing2137,0,0,0,0
TestServing2137,0,0,0,0
TestServing2137,0,0,0,0
TestSyncthing4829,0,0,0,0
TestSyncthing5795,0,0,0,0
TestSyncthing5795,0,0,0,0
TestSyncthing5795,0,0,0,0
TestSyncthing5795,0,0,0,0
TestCockroach35501,0,0,0,0
TestCockroach4407,0,0,0,0
TestEtcd3077,0,0,0,0
TestEtcd3077,0,0,0,0
TestEtcd3077,0,0,0,0
TestEtcd4876,0,0,0,0
TestEtcd9446,0,0,0,0
TestGrpc1748,0,0,0,0
TestGrpc3090,0,0,0,0
TestIstio16742,0,0,0,0
TestIstio8144,0,0,0,0
TestIstio8214,0,0,0,0
TestIstio8967,0,0,0,0
TestKubernetes13058,0,0,0,0
TestKubernetes13058,0,0,0,0
TestKubernetes13058,0,0,0,0
TestKubernetes13058,0,0,0,0
TestKubernetes13058,0,0,0,0
TestKubernetes13058,0,0,0,0
TestKubernetes49404,0,0,0,0
TestKubernetes70892,0,0,0,0
TestKubernetes77796,0,0,0,0
TestKubernetes79631,0,0,0,0
TestKubernetes79631,0,0,0,0
TestKubernetes79631,0,0,0,0
TestKubernetes79631,0,0,0,0
TestKubernetes80284,0,0,0,0
TestKubernetes81091,0,0,0,0
TestKubernetes81148,0,0,0,0
TestKubernetes81148,0,0,0,0
TestKubernetes81148,0,0,0,0
TestKubernetes82239,0,0,0,0
TestKubernetes82239,0,0,0,0
TestKubernetes82239,0,0,0,0
TestKubernetes82239,0,0,0,0
TestKubernetes82239,0,0,0,0
TestKubernetes82239,0,0,0,0
TestKubernetes82550,0,0,0,0
TestKubernetes88331,0,0,0,0
TestKubernetes88331,0,0,0,0
TestKubernetes88331,0,0,0,0
TestKubernetes88331,0,0,0,0
TestKubernetes88331,0,0,0,0
TestKubernetes89164,0,0,0,0
TestMoby18412,0,0,0,0
TestMoby18412,0,0,0,0
TestMoby18412,0,0,0,0
TestMoby18412,0,0,0,0
TestMoby22941,0,0,0,0
TestMoby27037,0,0,0,0
TestServing3068,0,0,0,0
TestServing3148,0,0,0,0
TestServing4908,0,0,0,0
TestServing5865,0,0,0,0
TestServing6171,0,0,0,0
TestServing6472,0,0,0,0
